Genus,Species,tmax_metric,tmax_acc,tmax_acc_days,tmax_acc_type,tmax_col_time_if_field_fresh,tmax,lat,lon,no_NicheMapR_data,altitude,Phylum,Class,Order,Family,habitat,citation,citation_details_or_paper_in_which_data_were_compiled,notes.2017
Drosophila,nigromaculata,leth,23,8,,,34.3,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,
Drosophila,orientacea,leth,23,8,,,31.9,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,
Drosophila,unispina,leth,23,8,,,32.3,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,
Hirtodrosophila,histrioides,leth,23,8,,,32.3,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,
Scaptodrosophila,pallida,leth,23,8,,,33.9,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,
Crinia,laevis,crit,25,NA,,,33.5,-37.5,142.5,,304.8,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,chloris,crit,30,NA,,,38.3,-17.27,145.48,,731.5,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,gracilenta,crit,30,NA,,,38.3,-17.27,145.48,,731.5,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,rubella,crit,30,NA,,,41.6,-17.27,145.48,,731.5,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,bicolor,crit,30,NA,,,41.4,-17.93,145.92,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,glauerti,crit,30,NA,,,41.6,-17.93,145.92,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,rothi,crit,30,NA,,,39.4,-17.93,145.92,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Cophixalis,ornatus,crit,30,NA,,,33.3,-17.82,146,,304.8,Chordata,Amphibia,Anura,Microhylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,aurea,crit,30,NA,,,36.2,-38.591,146.099,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Crinia,victoriana,crit,5,NA,,,29.5,-37.84,146.27,,944.9,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Philoria,frosti,crit,25,NA,,,28.8,-37.84,146.27,,944.9,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Cyclorana,alboguttatus,crit,5,NA,,,33.8,-20,146.8,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Crinia,parainsignifera,crit,5,NA,,,30.5,-31.55,147.2,,304.8,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Limnodynastes,fletcheri,crit,5,NA,,,28.3,-31.55,147.2,,304.8,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,lesueuri,crit,30,NA,,,34.5,-37.48,148.17,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,verreauxi,crit,10,NA,,,32,-37.48,148.17,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,phyllochroa,crit,10,NA,,,30,-37.41,148.2,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,caerulea,crit,30,NA,,,39.3,-20.151,148.246,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Crinia,signifera,crit,25,NA,,,34.9,-36.45,148.26,,1981.2,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,alpina,crit,25,NA,,,32.9,-36.41,148.4,,1981.2,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Pseudophryne,corroboree,crit,25,NA,,,35.2,-36.39,148.43,,1828.8,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Ctenotus,regius,crit,35,NA,,,45.1,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Bennett_and_John-Alder_1986,Sunday_et_al_PRSB_2011,
Egernia,striolata,crit,35,NA,,,44.2,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Bennett_and_John-Alder_1986,Sunday_et_al_PRSB_2011,
Eremiascincus,richardsonii,crit,35,NA,,,42,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Bennett_and_John-Alder_1986,Sunday_et_al_PRSB_2011,
Tiliqua,rugosa,crit,35,NA,,,43,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Bennett_and_John-Alder_1986,Sunday_et_al_PRSB_2011,
Hemiergis,peronii,crit,25,NA,,,38.6,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Bennett_and_John-Alder_1986/Greer_1980,Sunday_et_al_PRSB_2011,p.93
Amphibolurus,decresii,crit,NA,NA,,,43.8,-30,150,,NA,Chordata,Reptilia,Squamata,Agaidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Amphibolurus,diemensis,crit,NA,NA,,,44.8,-30,150,,NA,Chordata,Reptilia,Squamata,Agaidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Amphibolurus,muricatus,crit,NA,NA,,,42.3,-30,150,,NA,Chordata,Reptilia,Squamata,Agaidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Austrelaps,superbus,crit,NA,NA,,,41.2,-30,150,,NA,Chordata,Reptilia,Squamata,Elapidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Bassiana,duperreyi,crit,NA,NA,,,43.5,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,synonym of Leiolopisma trilineatum; Mia misunderstood data that I sent - which was a summary to tmax data in paper - not tmax_acc. Therefore replaced tmax_acc with NA. Only season of collection was given - not field temp.
Egernia,cunninghami,crit,NA,NA,,,41.9,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Egernia,inornata,crit,NA,NA,,,41.6,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Egernia,saxatilis,crit,NA,NA,,,41.8,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Egernia,whitii,crit,NA,NA,,,41.8,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Eulamprus,kosciuskoi,crit,NA,NA,,,40.2,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Eulamprus,quoyi,crit,NA,NA,,,39.8,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Gehyra,variegata,crit,NA,NA,,,43.8,-30,150,,NA,Chordata,Reptilia,Squamata,Gekkonidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Hemiergis,decresiensis,crit,NA,NA,,,39.3,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Heteronotia,binoei,crit,NA,NA,,,40.6,-30,150,,NA,Chordata,Reptilia,Squamata,Gekkonidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Lampropholis,delicata,crit,NA,NA,,,40.8,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Leiolopisma,guichenoti,crit,NA,NA,,,42,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Changed citation year to correct year. Field fres; only season of collection was given - not field temp.
Leiolopisma,mustelinum,crit,NA,NA,,,38.6,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Moloch,horridus,crit,NA,NA,,,42.5,-30,150,,NA,Chordata,Reptilia,Squamata,Agaidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Nannoscincus,maccoyi,crit,NA,NA,,,37,-30,150,,NA,Chordata,Reptilia,Squamata,Gekkonidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Niveoscincus,metallicum,crit,NA,NA,,,40,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Niveoscincus,ocellatum,crit,NA,NA,,,40.1,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Notechis,scutatus,crit,NA,NA,,,38,-30,150,,NA,Chordata,Reptilia,Squamata,Hydrophiidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Physignathus,gilberti,crit,NA,NA,,,41.8,-30,150,,NA,Chordata,Reptilia,Squamata,Agaidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Pseudemoia,entrecasteauxii,crit,NA,NA,,,42.1,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Pseudemoia,spenceri,crit,NA,NA,,,42.3,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Pseudonaja,textilis,crit,NA,NA,,,42.4,-30,150,,NA,Chordata,Reptilia,Squamata,Hydrophiidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Sphenomorphus,tympanum,crit,NA,NA,,,39.8,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Suta,flagellum,crit,NA,NA,,,40,-30,150,,NA,Chordata,Reptilia,Squamata,Hydrophiidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Tiliqua,nigrolutea,crit,NA,NA,,,42.5,-30,150,,NA,Chordata,Reptilia,Squamata,Scincidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Varanus,varius,crit,NA,NA,,,43.7,-30,150,,NA,Chordata,Reptilia,Squamata,Varanidae,terrestrial,Spellerberg_1972,Sunday_et_al_PRSB_2011,Filed fresh; only season of collection was given - not field temp.
Limnodynastes,dorsalis,crit,30,NA,,,36.5,-31.1,150.93,,609.6,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Neobatrachus,pictus,crit,5,NA,,,29.3,-31.1,150.93,,609.6,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,freycineti,crit,5,NA,,,31.3,-33.38,151.3,,304.8,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Adelotus,brevis,crit,5,NA,,,31.2,-33.43,151.35,,304.8,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Limnodynastes,peroni,crit,10,NA,,,32.7,-33.43,151.35,,304.8,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Myxophyes,fasciolatus,crit,30,NA,,,30.5,-33.43,151.35,,304.8,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,ewingi,crit,25,NA,,,32.8,-30.51,151.62,,1371.6,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,peroni,crit,25,NA,,,36.2,-30.51,151.62,,731.5,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Limnodynastes,tasmaniensis,crit,25,NA,,,33.4,-30.51,151.66,,1371.6,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Pseudophryne,bibroni,crit,5,NA,,,34.8,-30.51,151.66,,1371.6,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Pseudophryne,dendyi,crit,5,NA,,,34.8,-30.51,151.66,,1371.6,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Hyla,citropa,crit,5,NA,,,30.7,-30.5,152.9,,1371.6,Chordata,Amphibia,Anura,Hylidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Philoria,sphagnicola,crit,5,NA,,,25.8,-30.5,152.9,,1525,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Litoria,gracilenta,crit,25,NA,,,39,-27.5,153,,5,Chordata,Amphibia,Anura,Hylidae,terrestrial,Johnson_1972,Sunday_et_al_PNAS_2014,
Crinia,darlingtoni,crit,5,NA,,,31,-28.28,153.11,,762,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Philoria,loveridgei,crit,10,NA,,,30.5,-28.28,153.11,,762,Chordata,Amphibia,Anura,Myobatrachidae,terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,
Trematomus,bernacchii,leth,-1.9,90,field_fresh,,6,-77.75,165,,0,Chordata,Actinopterygii,Perciformes,Nototheniidae,marine,Somero_and_DeVries_1967_in_Brett_1970,Sunday_et_al_PRSB_2011,"Acclimated in lab for """"""""less than 1 week"""""""" to match field conditions exactly; so technically field fresh + lab; but closer to field fresh. Removed tmin - these were inferred based on ice crystal formation but there was no sign of physiological distress. Corrected tmax to match author's conclusions about upper incipient lethal temperature (LT50 at 1 week)."
Trematomus,borchgrevinki,leth,-1.9,90,field_fresh,,6,-77.75,165,,0,Chordata,Actinopterygii,Perciformes,Nototheniidae,marine,Somero_and_DeVries_1967_in_Brett_1970,Sunday_et_al_PRSB_2011,"Acclimated in lab for """"""""less than 1 week"""""""" to match field conditions exactly; so technically field fresh + lab; but closer to field fresh. Removed tmin - these were inferred based on ice crystal formation but there was no sign of physiological distress. Corrected tmax to match author's conclusions about upper incipient lethal temperature (LT50 at 1 week)."
Trematomus,hansoni,leth,-1.9,90,field_fresh,,6,-77.75,165,,0,Chordata,Actinopterygii,Perciformes,Nototheniidae,marine,Somero_and_DeVries_1967_in_Brett_1970,Sunday_et_al_PRSB_2011,"Acclimated in lab for """"""""less than 1 week"""""""" to match field conditions exactly; so technically field fresh + lab; but closer to field fresh. Removed tmin - these were inferred based on ice crystal formation but there was no sign of physiological distress. Corrected tmax to match author's conclusions about upper incipient lethal temperature (LT50 at 1 week)."
Eudorella,splendida,leth,-1.8,90,field_fresh,,15,-77.8,166.67,,0,Arthropoda,Malacostraca,Cumacea,Leuconidae,marine,Bates_et_al_2010,Sunday_et_al_PRSB_2011,added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial
Heterophoxus,videns,leth,-1.8,90,field_fresh,,13,-77.8,166.67,,0,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,marine,Bates_et_al_2010,Sunday_et_al_PRSB_2011,added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial
Margarites,refulgens,leth,-1.8,90,field_fresh,,19,-77.8,166.67,,0,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,marine,Bates_et_al_2010,Sunday_et_al_PRSB_2011,added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial
Nymphon,sp.,leth,-1.8,90,field_fresh,,20,-77.8,166.67,,0,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,marine,Bates_et_al_2010,Sunday_et_al_PRSB_2011,added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial
Onoba,gelida,leth,-1.8,90,field_fresh,,14,-77.8,166.67,,0,Mollusca,Gastropoda,Neotaenioglossa,Rissoidae,marine,Bates_et_al_2010,Sunday_et_al_PRSB_2011,added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial
Orchomene,pinguides,leth,-1.8,90,field_fresh,,12,-77.8,166.67,,0,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,marine,Bates_et_al_2010,Sunday_et_al_PRSB_2011,added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial
Paramoera,walkeri,leth,-1.8,90,field_fresh,,15.02,-77.8,166.67,,0,Arthropoda,Malacostraca,Amphipoda,Eusiridae,marine,Bates_et_al_2010,Sunday_et_al_PRSB_2011,added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial
Philomedidae,sp.,leth,-1.8,90,field_fresh,,14,-77.8,166.67,,0,Arthropoda,Malacostraca,Myodocopida,Philomedidae,marine,Bates_et_al_2010,Sunday_et_al_PRSB_2011,added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial
Cnemidocarpa,bicornuta,crit,13,90,field_fresh,,29,-45.4,167.1,,0,Chordata,Ascidiacea,Stolidobranchia,Styelidae,marine,Morley_et_al2016,Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165,added acclimation; some more species from antarctica could be added
Liothyrella,neozelanica,crit,13,90,field_fresh,,29.4,-45.4,167.1,,0,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,marine,Morley_et_al2016,Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165,added acclimation; some more species from antarctica could be added
Pseudechinus,huttoni,crit,13,90,field_fresh,,26.8,-45.4,167.1,,0,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,marine,Morley_et_al2016,Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165,added acclimation; some more species from antarctica could be added
Cryptopygus,cisantarcticus,crit,3,90,field_fresh,summer,31.6,-71.68333333,170,Antarctica,0,Arthropoda,Entognatha,Collembola,Isotomidae,terrestrial,Sinclair_et_al._2006,Sunday_et_al_PRSB_2011,citation year has been corrected; acclimation data added; field temp data from Fig 8; Dec 10
Friesea,grisea,crit,7,90,field_fresh,summer,35.1,-71.68333333,170,Antarctica,0,Arthropoda,Entognatha,Collembola,Isotomidae,terrestrial,Sinclair_et_al._2006,Sunday_et_al_PRSB_2011,citation year has been corrected; acclimation data added; field temp data from Fig 8; Dec 10
Isotoma,klovstadi,crit,5,90,field_fresh,summer,34.5,-71.68333333,170,Antarctica,0,Arthropoda,Entognatha,Collembola,Isotomidae,terrestrial,Sinclair_et_al._2006,Sunday_et_al_PRSB_2011,field temp data from Fig 8; Dec 10
Cookia,sulcata,crit,16,90,field_fresh,,32.7,-45.8,170.6,,0,Mollusca,Gastropoda,Vetigastropoda,Turbinidae,marine,Morley_et_al2016,Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165,added acclimation; some more species from antarctica could be added
Ophioneries,fasciata,crit,16,90,field_fresh,,31.8,-45.8,170.6,,0,Echinodermata,Ophiuroidea,Ophiurida,Ophionereidae,marine,Morley_et_al2016,Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165,added acclimation; some more species from antarctica could be added
Paraleptognathia,antarctica,leth,-1.8,90,field_fresh,,10,-77.8,166.67,,0,Arthropoda,Malacostraca,Tanaidacea,Anarthruridae,marine,Bates_et_al_2010,Sunday_et_al_PRSB_2011,added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial
Bathygobius,sp1,crit,38,14,lab,,43,-5.45,124,,0,Chordata,Actinopterygii,Perciformes,Gobiidae,marine,Eme_and_Bennett_2009,Sunday_et_al_PRSB_2011,added acclimation temperatures and corrected citation year
Lepidonotothen,nudifrons,leth,0,7,lab,,9,-67.068412,-68.872108,,0,Chordata,Actinopterygii,Perciformes,Nototheniidae,marine,Hardewig_et_al_1999,Sunday_et_al_PRSB_2011,added acclimation temperature. removed cold tolerance as artificial
Prinerigone,vagans,crit,15,7,,,35.9,-46.9,37.7,Marion,88,Arthropoda,Arachnida,Araneae,Linyphiidae,terrestrial,Jumbam_et_al_2008,Sunday_et_al_PRSB_2011,
Spodoptera,exempta,crit,27,NA,,,55.94,-25.629883,28.238452,,1282,Arthropoda,Insecta,Lepidoptera,Noctuidae,terrestrial,Klok_and_Chown_1998a,Sunday_et_al_PRSB_2011,
Embryonopsis,halticella,crit,15,7,,,39.7,-46.9,37.7,Marion,NA,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,terrestrial,Klok_and_Chown_1998b,Sunday_et_al_PRSB_2011,acc data on p.616
Drosophila,albomicans,leth,21,20,,,33,28.275118,129.362702,,50,Arthropoda,Insecta,Diptera,Drosophilidae,terrestrial,Ohtsu_et_al._1999,Sunday_et_al_PRSB_2011,acclimation added
Drosophila,curviceps,leth,21,20,,,30,36.5,138.5,,1600,Arthropoda,Insecta,Diptera,Drosophilidae,terrestrial,Ohtsu_et_al._1999,Sunday_et_al_PRSB_2011,acclimation added
Drosophila,immigrans,leth,21,20,,,31.5,43,141.3,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,terrestrial,Ohtsu_et_al._1999,Sunday_et_al_PRSB_2011,acclimation added
Pringleophaga,marioni,crit,10,NA,,,38.7,-46.8,37.7,Marion,99,Arthropoda,Insecta,Lepidoptera,Tineidae,terrestrial,vanderMerwe_1997,Sunday_et_al_PRSB_2011,
Phronima,sedentaria,leth,23,1,lab,,29,8.5,-90,,0,Arthropoda,Malacostraca,Amphipoda,Phronimidae ,marine,Elder_and_Siebel_2015,Comparative_Biochemistry_and_Physiology_Part_A_187_2015_20–26,